username,nome_completo,verificado,status_relacao,foto_perfil,arquivo_origem,data_leitura,quantidade_aparicoes,bio,n_publicacoes,n_seguidores,n_seguindo,link_externo,verificado,status_conta,foto_perfil,categoria,nome_completo,conta_comercial,destaque_stories,posts_recentes,engajamento_medio
mariadelourdesribeiro15,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,2,mariadelourdesribeiro15 7 7 110 110 143 143 Maria de Lourdes Ribeiro Tec. Enfermagem 👩‍⚕️💉 Maria de Lourdes Ribeiro Tec. Enfermagem 👩‍⚕️💉,7,7,110,,False,Pública,0,,,False,0,0,0
elizabeth_almeida77,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,2,,3,3,245,,False,Erro inesperado,0,,,False,0,0,0
kellencristinem,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,4,kellencristinem 150 150 854 854 1.536 1.536 Kellen Cristine Moreira Casada @cmyk_leonardo Slmb-Goiânia Go Goiana-uai,150,150,854,https://www.threads.com/@kellencristinem?xmt=AQF07EuxRxII3KmzkAFaKzHnPT4FmsamakxQo8xKkGu1Wbc,False,Pública,0,,,False,0,0,0
marianegomes222,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,8,marianegomes222 635 635 2.473 2.473 7.150 7.150 Mariane Gomes,635,635,2473,https://www.threads.com/@marianegomes222?xmt=AQF00q0Q45C31oPY61hFgdBxnkwHCwzQ8J16onOGMK5RpVE,False,Pública,0,,,False,0,0,0
camila_rf2024,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,5,camila_rf2024 5 5 426 426 654 654 Camila Ame o tanto que puder Não economiza não E tudo que fizer faça de coração.. 💕😉,5,5,426,https://www.threads.com/@camila_rf2024?xmt=AQF0U6RQ47J0FavYuyTLqx7HUJCzkN15fVHOHW3UKQpbbb4,False,Pública,0,,,False,0,0,0
matheusarrudademiranda,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,1,matheusarrudademiranda 14 14 224 224 497 497 Máths Miranda,14,14,224,,False,Pública,0,,,False,0,0,0
zenilda.freitaas,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,21,zenilda.freitaas 7 7 239 239 551 551 Zenilda Freitas Vovó da Alice 💖 Zenilda Freitas Vovó da Alice 💖,7,7,239,,False,Pública,0,,,False,0,0,0
dra.vaniamoraes,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,5,dra.vaniamoraes 52 52 392 392 15 15 Dra. Vania Moraes |Pediatra🩺 Medicina e saúde Mãe do Murilo e da Ana B💞 Ajudando a cuidar de quem você mais ama🧡 CRM 3966 MT-RQE 7378 Agendamentos: (66)3564-1420... mais Dra. Vania Moraes |Pediatra🩺 Medicina e saúde Mãe do Murilo e da Ana B💞 Ajudando a cuidar de quem você mais ama🧡 CRM 3966 MT-RQE 7378 Agendamentos: (66)3564-1420... mais Mãe do Murilo e da Ana B💞 Ajudando a cuidar de quem você mais ama🧡 CRM 3966 MT-RQE 7378 Agendamentos: (66)3564-1420 ... mais mais A ped Intro. Alimentar Vacinas A gente conversa Receitinhas A ped Intro. Alimentar Vacinas A gente conversa Receitinhas,52,52,392,,False,Pública,0,,,False,0,0,0
henriquewsg,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,1,henriquewsg 0 0 245 245 278 278 henrique,0,0,245,,False,Pública,0,,,False,0,0,0
denise20_silva,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,5,denise20_silva 8 8 644 644 1.176 1.176 Denise Souza Silva 2y🤌 Natally vitoria 🩷 Nathan 💙 @elijhonnyalves_ ❤️💍 QUANDO FOR A HORA CERTA ✨🦋 VOCE VAI ENTENDER POR QUE DEMOROU TANTO... mais 2y🤌 Natally vitoria 🩷 Nathan 💙 @elijhonnyalves_ ❤️💍 QUANDO FOR A HORA CERTA ✨🦋 VOCE VAI ENTENDER POR QUE DEMOROU TANTO ... mais mais moça 💓 meu rapaz💙 eu💓 senhor❣️ marido❤️ familia❤️ roça ❣️ moça 💓 meu rapaz💙 eu💓 senhor❣️ marido❤️ familia❤️ roça ❣️,8,8,644,https://www.threads.com/@denise20_silva?xmt=AQF0iJ-11yPURfvOkQaodZE5VcCiLNcJl5fIfyPQfvEx2-0,False,Pública,0,,,False,0,0,0
raqueldinizc,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,2,,58,58,2289,,False,Erro inesperado,0,,,False,0,0,0
willlpires,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,4,willlpires 609 609 7.385 7.385 3.649 3.649 Willian Pires | Marketing e Mentoria para Clínicas ... mais mais www.10mais.co e mais 1 10+ +Clínicas 🧭 ⚽️🏋🏽‍♂️ fezcomo 🙋🏽‍♂️ 🎸🎤 ❤️ 10+ +Clínicas 🧭 ⚽️🏋🏽‍♂️ fezcomo 🙋🏽‍♂️ 🎸🎤 ❤️,609,609,7385,https://www.threads.com/@willlpires?xmt=AQF0JrXpMTj7CkOv5gZtcjYyDp1D8JhMir_thibCVXmNBWE,False,Pública,0,,,False,0,0,0
kesiamendeskm,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,2,"kesiamendeskm 169 169 1.198 1.198 2.566 2.566 Késia Mendes 🧠 ψ ✨ 🌼| Seja gentil, por que todo mundo enfrenta uma batalha! Faculdade Resenhas Selfies Pet's Solidariedade Viagens Afilhados Tbt ♡ Divulgações Igreja Ateliê JBS Aniversário Família Faculdade Resenhas Selfies Pet's Solidariedade Viagens Afilhados Tbt ♡ Divulgações Igreja Ateliê JBS Aniversário Família",169,169,1198,https://www.threads.com/@kesiamendeskm?xmt=AQF0NvJuIjpQKdDvVHpernB2oEofAsJVzuoueNxVStYFCmc,False,Pública,0,,,False,0,0,0
karolinevz,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,3,karolinevz 6 6 5.426 5.426 1.353 1.353 KAROLINE VAZ LARROZA Blog pessoal :),6,6,5426,https://www.threads.com/@karolinevz?xmt=AQF0MKm1wi8J4MKRY1LUmxfAcrwQjdClkjNSft59dPGAzxM,False,Pública,0,,,False,0,0,0
calyta_c,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,37,calyta_c 61 61 528 528 783 783 Cályta Cristina,61,61,528,,False,Pública,0,,,False,0,0,0
emilaynigoncalves,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,1,emilaynigoncalves 32 32 482 482 3.963 3.963 Emilayni Gonçalves beby boy princesa Minha Menina🥰 beby boy princesa Minha Menina🥰,32,32,482,,False,Pública,0,,,False,0,0,0
magnetica.sr,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,11,,29,29,337,,False,Erro inesperado,0,,,False,0,0,0
ripsurgical,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,1,"ripsurgical 125 125 555 555 5.525 5.525 Ripsurgical he Fabricante de equipamentos médicos SURGICAL, DENTAL AND BEAUTY equipments. 🔸Quick Shipping Service 🔸Reasonable Prices 🔸Shipping Worldwide 🌍 🔸Top... mais Ugoki road, Sialkot, Punjab 51310 wa.link/iorljw e mais 1 Ripsurgical he Ripsurgical he Fabricante de equipamentos médicos SURGICAL, DENTAL AND BEAUTY equipments. 🔸Quick Shipping Service 🔸Reasonable Prices 🔸Shipping Worldwide 🌍 🔸Top... mais SURGICAL, DENTAL AND BEAUTY equipments. 🔸Quick Shipping Service 🔸Reasonable Prices 🔸Shipping Worldwide 🌍 🔸Top ... mais mais wa.link/iorljw e mais 1 Root elevators Arthodontics Composite Teeth scaler Root elevators Arthodontics Composite Teeth scaler",125,125,555,,False,Pública,0,,,False,0,0,0
bellapizzariacfs,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,2,,1025,1025,9187,,False,Erro inesperado,0,,,False,0,0,0
solangejoiasmt,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,1,solangejoiasmt 232 232 4.902 4.902 610 610 GRUPO SOL GOLD SOLANGE JOIAS💎 💎Um presente eterno para quem sempre esteve ao seu lado ✨Joias em ouro | 25 anos realizando momentos únicos 🎁Surpreenda... mais beacons.ai/gruposolgold e mais 1 GRUPO SOL GOLD SOLANGE JOIAS💎 💎Um presente eterno para quem sempre esteve ao seu lado ✨Joias em ouro | 25 anos realizando momentos únicos 🎁Surpreenda... mais 💎Um presente eterno para quem sempre esteve ao seu lado ✨Joias em ouro | 25 anos realizando momentos únicos 🎁Surpreenda ... mais mais beacons.ai/gruposolgold e mais 1 Mix de colares Brincos Pulseiras masc Pulseiras femin Dia dos pais Sol jóias Amigos&clientes Correntarias✨ Representantes✨ Joias Localização 📍 Aviso ⚠️ Mix de colares Brincos Pulseiras masc Pulseiras femin Dia dos pais Sol jóias Amigos&clientes Correntarias✨ Representantes✨ Joias Localização 📍 Aviso ⚠️,232,232,4902,,False,Pública,0,,,False,0,0,0
ft.hyanemenezes,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,1,,64,64,590,,False,Erro inesperado,0,,,False,0,0,0
kuro_okamy_skt,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,2,kuro_okamy_skt 1 1 852 852 394 394 . ♂️ Geminiano ♊ 22y 𝟎𝟏/𝟎𝟔/𝟐𝟎𝟎𝟐✨ Confres... mais . ♂️ Geminiano ♊ 22y 𝟎𝟏/𝟎𝟔/𝟐𝟎𝟎𝟐✨ Confres... mais ♂️ Geminiano ♊ 22y 𝟎𝟏/𝟎𝟔/𝟐𝟎𝟎𝟐✨ Confres ... mais mais,1,1,852,,False,Pública,0,,,False,0,0,0
regiserafim20,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,1,regiserafim20 1 1 248 248 735 735 Regiane Serafim Destaques,1,1,248,,False,Pública,0,,,False,0,0,0
marciazilber,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,1,marciazilber 558 558 388 388 3.567 3.567 Márcia Zilber,558,558,388,,False,Pública,0,,,False,0,0,0
biserrabarbosa,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,1,biserrabarbosa 3 3 146 146 1.496 1.496 Jozieli Biserra Barbosa,3,3,146,,False,Pública,0,,,False,0,0,0
leidemacedo20,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,3,"leidemacedo20 180 180 821 821 1.255 1.255 Leide Macedo Simples, determinada e Feliz. Leide Macedo Simples, determinada e Feliz. Destaques",180,180,821,,False,Pública,0,,,False,0,0,0
rosecrecia_silva,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,1,rosecrecia_silva 2 2 853 853 4.696 4.696 Rosecrecia Kel,2,2,853,,False,Pública,0,,,False,0,0,0
eduardo_alves028,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,1,eduardo_alves028 43 43 63 63 82 82 ▄︻デE̷d̷u̷a̷r̷d̷o̷══━一 𝕱𝖎𝖑𝖍𝖔 𝖗𝖆𝖟ã𝖔 𝖉𝖔 𝖒𝖊𝖚 𝖛𝖎𝖛𝖊𝖗💙🤴 @heloisa____silva_04 💍💕 𝕯𝖊𝖚𝖘 𝖆𝖈𝖎𝖒𝖆 𝖉𝖊 𝖙𝖚𝖉𝖔 𝖊 𝖉𝖊 𝖙𝖔𝖉𝖔𝖘🙇 Eduardo Alves,43,43,63,https://www.facebook.com/profile.php?id=100037008562358&ref=_ig_profile_ac,False,Pública,0,,,False,0,0,0
nune.mariaaparecida,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,2,"nune.mariaaparecida 556 556 1.196 1.196 7.500 7.500 Maria Aparecida Nunes de Oliveira Empreendedor(a) Se Deus é por nois,quem será contra nois?! live.com e mais 1 Maria Aparecida Nunes de Oliveira Empreendedor(a) Se Deus é por nois,quem será contra nois?! live.com e mais 1 Altamira Pará receita yogurte Destaques Destaques Destaques Destaques Altamira Pará receita yogurte Destaques",556,556,1196,,False,Pública,0,,,False,0,0,0
missionariajessicasanttos,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,1,missionariajessicasanttos 45 45 1.819 1.819 689 689 Missionária Jéssica Santos ... mais mais Até breve! Deus é socorro 🙌🏽 Tempo novo pré cong ufadma Até breve! Deus é socorro 🙌🏽 Tempo novo pré cong ufadma,45,45,1819,,False,Pública,0,,,False,0,0,0
helenamariabarbosa01,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,4,helenamariabarbosa01 1 1 399 399 501 501 Helena Maria Deus acima de tudo 🙌,1,1,399,https://www.threads.com/@helenamariabarbosa01?xmt=AQF0lIt_n5tFQv4IWPH96_J12PGROH2thwkOsh9H0pDfNIE,False,Pública,0,,,False,0,0,0
aipededelivery.cfs,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,1,aipededelivery.cfs 97 97 742 742 242 242 Aipede Delivery em Confresa Empreendedor(a) NOVO APP DE DELIVERY EM CONFRESA 🏍 MELHORES ESTABELECIMENTOS 🔴 BAIXE NOSSO APP E CONFIRA 👇👇👇👇👇👇👇👇👇👇 play.google.com/store/apps/details?id=com.donodoapp.aipededelivery e mais 2 Aipede Delivery em Confresa Empreendedor(a) NOVO APP DE DELIVERY EM CONFRESA 🏍 MELHORES ESTABELECIMENTOS 🔴 BAIXE NOSSO APP E CONFIRA 👇👇👇👇👇👇👇👇👇👇 play.google.com/store/apps/details?id=com.donodoapp.aipededelivery e mais 2 Equipe aipede motoboys promoções AIPEDE AIPEDE BAIXE AGORA Equipe aipede motoboys promoções AIPEDE BAIXE AGORA,97,97,742,,False,Pública,0,,,False,0,0,0
elizabethalmeida5281,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,9,,14,14,329,,False,Erro inesperado,0,,,False,0,0,0
drafernandabreu,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,1,"drafernandabreu 243 243 35,4 mil 35,4 mil 1.968 1.968 Barra do Garças / Contato 66-99988-2929 www.tiktok.com/@drafernandaabreu140?_t=ZM-8sZBym4pxWn&_r=1 Feedback Rinoplastia Lábios Blefaroplastia Rinomodelação Papada HD Tele consulta Transplante Resultados Otoplastia Feed Looks Bastidores Espaço Clínica Feedback Rinoplastia Lábios Blefaroplastia Rinomodelação Papada HD Tele consulta Transplante Resultados Otoplastia Feed Looks Bastidores Espaço Clínica",243,243,35400,,False,Pública,0,,,False,0,0,0
maycon_wfds,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,20,,511,511,4386,,False,Erro inesperado,0,,,False,0,0,0
cleidesribeiro9415,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,3,cleidesribeiro9415 50 50 295 295 597 597 Cleides Ribeiro 🍞 Pães Artesanais - Cleides Ribeiro 📍Rua Clodoaldo Gollo 92 - Confresa/MT WhatsApp 👇🏼 wa.link/glx91e Destaques Destaques Destaques,50,50,295,,False,Pública,0,,,False,0,0,0
jaianeefiori,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,5,jaianeefiori 8 8 208 208 374 374 Jaiane Fiori A Cruz Sagrada seja a minha luz! 🙏🏻 Radiologia ☢️ Instagram NOVO! Jaiane Fiori A Cruz Sagrada seja a minha luz! 🙏🏻 Radiologia ☢️ Instagram NOVO!,8,8,208,,False,Pública,0,,,False,0,0,0
paulohenriqueferreiradeo,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,1,paulohenriqueferreiradeo 132 132 1.872 1.872 7.505 7.505 Paulo Henrique F De Oliveira cervo do Deus único apaixonado por desenhos realistas 🏡 Orizona Goiás ... mais Paulo Henrique F De Oliveira cervo do Deus único apaixonado por desenhos realistas 🏡 Orizona Goiás ... mais cervo do Deus único apaixonado por desenhos realistas 🏡 Orizona Goiás ... mais mais 7.23 Destaques 7.23 Destaques,132,132,1872,,False,Pública,0,,,False,0,0,0
henriq9407,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,1,henriq9407 2 2 315 315 45 45 Bruno Henrique Hebreus10.36 ❤️💍 Bruno Henrique Hebreus10.36 ❤️💍,2,2,315,,False,Pública,0,,,False,0,0,0
jackson_fonseca96,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,4,,32,32,4483,,False,Erro inesperado,0,,,False,0,0,0
oliveira.aguiar10,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,1,oliveira.aguiar10 0 0 90 90 159 159 Wagner Aguiar,0,0,90,https://www.threads.com/@oliveira.aguiar10?xmt=AQF0bgAwaNy8qcTG2WFJm_lsnp8f4Rx0vd0LKKU3Fm05Z6Y,False,Pública,0,,,False,0,0,0
eucamylinha09,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,2,eucamylinha09 10 10 389 389 551 551 Camylla Martins,10,10,389,https://www.threads.com/@eucamylinha09?xmt=AQF0xdLRUXo0pQfG8K_ETeW_tVYjr0mtE5sHOWUy7itqZ5M,False,Pública,0,,,False,0,0,0
rafaella_carulyna,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,1,"rafaella_carulyna 24 24 249 249 933 933 Rafaella Nem sempre é fácil, mas o esforço vale a pena;",24,24,249,https://www.threads.com/@rafaella_carulyna?xmt=AQF0b5uSEeDYwrY2IGBe7ztnc7WOL032AOybvrEIPD_1cYY,False,Pública,0,,,False,0,0,0
teofilo.alessandra,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,21,teofilo.alessandra 12 12 932 932 1.226 1.226 Alessandra Teofilo Destaques,12,12,932,,False,Pública,0,,,False,0,0,0
viviane12fm,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,1,viviane12fm 7 7 267 267 156 156 Viviane. 🤩,7,7,267,https://www.threads.com/@viviane12fm?xmt=AQF0us2FDrrcl0LNykgb1yhl1AqRTpYvNtQyid85iRSpatA,False,Pública,0,,,False,0,0,0
janainavieira_25,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,3,,68,68,6095,,False,Erro inesperado,0,,,False,0,0,0
liiah_maciel,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,1,liiah_maciel 90 90 798 798 1.887 1.887 Lilia Melo E para todos os dias FÉ ❣️ Lilia Melo E para todos os dias FÉ ❣️,90,90,798,,False,Pública,0,,,False,0,0,0
kamila_borges2022,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,1,kamila_borges2022 19 19 190 190 356 356 Kamila Oliveira Borges,19,19,190,,False,Pública,0,,,False,0,0,0
ricardomacedodf,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,1,,67,67,1203,,False,Erro inesperado,0,,,False,0,0,0
edir.mendes.da.silva,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,3,edir.mendes.da.silva 59 59 140 140 860 860 Edir.mendes.da.silva,59,59,140,,False,Pública,0,,,False,0,0,0
lusdeide,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,7,lusdeide 139 139 346 346 3.699 3.699 Lusdeide Pires ... mais mais,139,139,346,https://www.facebook.com/profile.php?id=100007458139083&ref=_ig_profile_ac,False,Pública,0,,,False,0,0,0
tayanedesousatayane,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,1,tayanedesousatayane 0 0 54 54 624 624 Tayane Tayane de Sousa,0,0,54,,False,Pública,0,,,False,0,0,0
lindauramcampos,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,4,lindauramcampos 0 0 339 339 5.482 5.482 Lindaura M Campos Lindaura maria campos Lindaura M Campos Lindaura maria campos,0,0,339,,False,Pública,0,,,False,0,0,0
cladilene_nobre,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,1,cladilene_nobre 0 0 118 118 116 116 Delmy Ribeiro da Costa,0,0,118,,False,Pública,0,,,False,0,0,0
karyne_tavares_,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,1,karyne_tavares_ 1 1 1.163 1.163 640 640 Karyne 💗 . . .,1,1,1163,https://www.threads.com/@karyne_tavares_?xmt=AQF0lKJIejFYn71O5wbqUw8qtK8CH9qstBMgOVMv9xDGZxU,False,Pública,0,,,False,0,0,0
pg_artesepinturas,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,1,,50,50,200,,False,Erro inesperado,0,,,False,0,0,0
yasmim_paloma,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,3,,48,48,1772,,False,Erro inesperado,0,,,False,0,0,0
pedrogpr0001,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,6,pedrogpr0001 33 33 394 394 640 640 Pedro Lima,33,33,394,https://www.threads.com/@pedrogpr0001?xmt=AQF0EnsBNb3Gvjx2OxKIpGQiSqprRBXzTAouncgguwcIlks,False,Pública,0,,,False,0,0,0
vaniamoraes217,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,9,vaniamoraes217 28 28 166 166 2.931 2.931 Vania Aparecida de moraes,28,28,166,,False,Pública,0,,,False,0,0,0
jaine.gf,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,2,jaine.gf 19 19 643 643 707 707 Jaíne Guimarães 🥑 Nutricionista 🧡 Casada 👧🏻 Mamãe Jaíne Guimarães 🥑 Nutricionista 🧡 Casada 👧🏻 Mamãe,19,19,643,,False,Pública,0,,,False,0,0,0
lari_ludwig,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,3,lari_ludwig 167 167 2.101 2.101 2.291 2.291 Lari Ludwig ✨ Lari Ludwig ✨,167,167,2101,,False,Pública,0,,,False,0,0,0
annaakarolzinha,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,1,annaakarolzinha 355 355 965 965 1.758 1.758 Anna Karoline Fernandes Mamãe do Bruno 🧒🏻 Anna Karoline Fernandes Mamãe do Bruno 🧒🏻,355,355,965,,False,Pública,0,,,False,0,0,0
spoli.ribeiro,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,3,spoli.ribeiro 88 88 412 412 433 433 Polly Ribeiro ... mais mais,88,88,412,,False,Pública,0,,,False,0,0,0
jorge_luiiz00,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,1,,3,3,11600,,False,Erro inesperado,0,,,False,0,0,0
artesanalconfresa,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,1,linktr.ee/unidades_farmaciaartesanal artesanalconfresa 426 426 1.622 1.622 164 164 Farmácia Artesanal Confresa Criador(a) de conteúdo digital 💊 Farmácia de manipulação 💚 Nosso compromisso é com o seu bem estar! 📲 Envie sua Receita 👇 Temos Vagas Nossos produtos Clientes Comece aqui Temos Vagas Nossos produtos Clientes Comece aqui,426,426,1622,,False,Pública,0,,,False,0,0,0
sandrafullana,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,8,sandrafullana 7 7 207 207 4.779 4.779 Sandra Fullana Artista Sandra Fullana Artista Destaques,7,7,207,,False,Pública,0,,,False,0,0,0
dudsll,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,1,dudsll 32 32 1.562 1.562 943 943 Eduarda Sousa IA🍓🥝 Ceci🤍 𝒞ℯ𝒸𝒾𝒾🤍 Jesus🤍 IA🍓🥝 Ceci🤍 𝒞ℯ𝒸𝒾𝒾🤍 Jesus🤍,32,32,1562,,False,Pública,0,,,False,0,0,0
cristianejelliander15,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,3,cristianejelliander15 13 13 279 279 576 576 Cristiander Jeliander,13,13,279,https://www.threads.com/@cristianejelliander15?xmt=AQF03wyEkZLtkmrm2wWp-ZAEbIRsqZYCqdl7mVL5QlBU7Ns,False,Pública,0,,,False,0,0,0
paraisonaturalmt,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,3,,174,174,2895,,False,Erro inesperado,0,,,False,0,0,0
uber.dointerior,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,3,"uber.dointerior 65 65 3.022 3.022 3.757 3.757 Marcos Cabral - Uber do Interior Criador(a) de conteúdo digital Quer ganhar até 15% de desconto em sua conta de energia, gratuitamente. Me chame que te explico. IGREEN ENERGY Marcos Cabral - Uber do Interior Criador(a) de conteúdo digital Quer ganhar até 15% de desconto em sua conta de energia, gratuitamente. Me chame que te explico. IGREEN ENERGY Uber do Interior Família Uber do Interior Família",65,65,3022,,False,Pública,0,,,False,0,0,0
samia1127,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,1,"samia1127 83 83 1.449 1.449 7.488 7.488 Sâmia Sousa Das bençãos as lições, gratidão. Mamãe de Príncipes🩵 Princesinha🩷 📍MT🏡 👢🌵❤️",83,83,1449,https://www.threads.com/@samia1127?xmt=AQF02CjGNLeD6FVUgs2mZaD2vGvTftY6aw0hxlKFEcb8OXc,False,Pública,0,,,False,0,0,0
luckash,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,2,luckash 84 84 1.275 1.275 2.090 2.090 Lucas Carvalho ... mais mais Baby H Rio de Janeiro Jericoacoara-ce 😎 Baby H Rio de Janeiro Jericoacoara-ce 😎,84,84,1275,https://www.threads.com/@luckash?xmt=AQF0nc-IhRvLs94-QNHuYT3HbLqURF5_aBuwR6qoYmqeHA8,False,Pública,0,,,False,0,0,0
idetecemim,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,1,idetecemim 0 0 197 197 409 409 Idete Cemim,0,0,197,https://www.threads.com/@idetecemim?xmt=AQF0RHBkvLiBtelhe2fiuNaGt-NEkyNjnB0DYy2Jwkex9Zo,False,Pública,0,,,False,0,0,0
maiarasantos_martins,,False,Seguir,0,clinicavidacfs.csv,2025-08-02,6,maiarasantos_martins 280 280 1.729 1.729 4.171 4.171 Maiara Santos Martins “Morrer para o mundo viver para Deus 🙌♥️! ♡✨Cristo vive em mim!🙏♥️ ♡Mamãe de 2 👩🏼👦🏻 ♡Pisciana♓💍👩‍❤️‍💋‍👨 ♡📖Recursos... mais “Morrer para o mundo viver para Deus 🙌♥️! ♡✨Cristo vive em mim!🙏♥️ ♡Mamãe de 2 👩🏼👦🏻 ♡Pisciana♓💍👩‍❤️‍💋‍👨 ♡📖Recursos ... mais mais,280,280,1729,https://www.threads.com/@maiarasantos_martins?xmt=AQF04-cc1HwGTDO_c_FZfm4z5CfGIE9aP_SQbFktmmxkGNo,False,Pública,0,,,False,0,0,0
