username,nome_completo,verificado,status_relacao,foto_perfil,arquivo_origem,data_leitura,quantidade_aparicoes,bio,n_publicacoes,n_seguidores,n_seguindo,link_externo,verificado,status_conta
giovanna.2bt,giovanna.2bt,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,giovanna.2bt 7 7 874 874 829 829 Giovanna Bezerra Atleta 🇨🇱 RJ 🇲🇽 GS 🥇 🇵🇪 🇨🇱 RJ 🇲🇽 GS 🥇 🇵🇪,7,7,874,,False,Pública
ana.kunkel,ana.kunkel,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,12,ana.kunkel 0 0 499 499 497 497 ana,0,0,499,https://www.threads.com/@ana.kunkel?xmt=AQF0oC3mNSt2v91BqLENowpw2U6NlVOfo1BNssiWUJvnDYU,False,Pública
ana__gabriely1,ana__gabriely1,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,13,ana__gabriely1 0 0 504 504 395 395 Ana gabriely 🦋✨ vsco.co/anagabriiely1,0,0,504,,False,Pública
me.yasminb,me.yasminb,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,7,"me.yasminb 9 9 858 858 754 754 Yasmin 🌼🤍 ""Para ganhar o Céu, todo sofrimento é pouco.""✞ ""Ut quemque Deus vult esse, ita est."" Yasmin 🌼🤍 ""Para ganhar o Céu, todo sofrimento é pouco.""✞ ""Ut quemque Deus vult esse, ita est.""",9,9,858,,False,Pública
mateusaranha_tkd,mateusaranha_tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,7,mateusaranha_tkd 9 9 346 346 346 Mateuszinho (Mateus Aranha)🇧🇷 I WILL WIN JUST WATCH… Bicampeão brasileiro-🥇🥇 Mateuszinho (Mateus Aranha)🇧🇷 I WILL WIN JUST WATCH… Bicampeão brasileiro-🥇🥇 Tkd❤️🏆 Aranha🕷️ Campeão 🫡 Campeonato BRA Tkd❤️🏆 Aranha🕷️ Campeão 🫡 Campeonato BRA,9,9,346,,False,Pública
carloskim1143,carloskim1143,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,5,carloskim1143 15.818 15.818 645 645 709 709 Carlos Kim TaeKwonDo🇰🇷 Trabalho Destaques TaeKwonDo🇰🇷 Trabalho Destaques,15818,15818,645,,False,Pública
cida.adonay_,cida.adonay_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,cida.adonay_ 28 28 239 239 466 466 Aparecia Rodrigues Destaques,28,28,239,https://www.threads.com/@cida.adonay_?xmt=AQF0Luml91mKmM54NFw7YA0PsaV_8AWVBoD70QxgWJwWvH8,False,Pública
edmundo_csantos,edmundo_csantos,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,edmundo_csantos 182 182 357 357 2.646 2.646 Edmundo Santos Destaques Grande mestre Destaques Destaques Destaques Destaques Destaques Grande mestre,182,182,357,,False,Pública
giovannapsposito,giovannapsposito,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,giovannapsposito 0 0 340 340 600 600 Giovanna Sposito,0,0,340,,False,Pública
raissawz_0,raissawz_0,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,raissawz_0 0 0 922 922 518 518 ᥅ꪖﺃᦓᦓꪖ 𝒗𝒊𝒗𝒐 𝒎𝒊𝒏𝒉𝒂 𝒗𝒆𝒓𝒅𝒂𝒅𝒆... 🦋 ᥅ꪖﺃᦓᦓꪖ 𝒗𝒊𝒗𝒐 𝒎𝒊𝒏𝒉𝒂 𝒗𝒆𝒓𝒅𝒂𝒅𝒆... 🦋,0,0,922,,False,Pública
vitorctkd,vitorctkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,20,vitorctkd 1 1 637 637 551 551 João Vitor C. 🥋,1,1,637,,False,Pública
baby.class.tkd,baby.class.tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,11,baby.class.tkd 566 566 350 350 130 130 Sabrina Machado Taekwondo Empreendedor(a) ... mais mais OS BABYS ESCOLA SALTO POOMSAE PARCEIROS KIDS GRAUZINHO DIA DOS PAIS AQUECIMENTO ARRAIÁ FILOSOFIA EXAME DE FAIXA OS BABYS ESCOLA SALTO POOMSAE PARCEIROS KIDS GRAUZINHO DIA DOS PAIS AQUECIMENTO ARRAIÁ FILOSOFIA EXAME DE FAIXA,566,566,350,,False,Pública
tkd.toneli,tkd.toneli,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,tkd.toneli 10 10 1.609 1.609 1.063 1.063 Pedro Toneli toneli🥇 Pedro Toneli toneli🥇 tn 🥋 ☁️ tn 🥋 ☁️,10,10,1609,,False,Pública
team.mr.tkd,team.mr.tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,11,www.youtube.com/@micheleromeiro9871 team.mr.tkd 956 956 1.359 1.359 977 977 Michele romeiro Criador(a) de conteúdo digital ... mais mais Parceria Inclusão 🇵🇪 Peru 1• SUPERBR24 CLUBE DO MICKEY MSBSYSTEM Vendas 4 de setembro ftemg Destaques ESTRELINHA PRIMAVERA DIRECIONAR FÍSICO FITNESS Parceria Inclusão 🇵🇪 Peru 1• SUPERBR24 CLUBE DO MICKEY MSBSYSTEM Vendas 4 de setembro ftemg Destaques ESTRELINHA PRIMAVERA DIRECIONAR FÍSICO FITNESS,956,956,1359,,False,Pública
cela_santostkd,cela_santostkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,cela_santostkd 16 16 1.315 1.315 978 978 marcelast007 𝕸𝖆𝖗❄️ •❤️‍🔥• 🥋 𝕸𝖆𝖗❄️ •❤️‍🔥• 🥋,16,16,1315,https://www.threads.com/@cela_santostkd?xmt=AQF06FvtKQJnyOzeMVBArQJ9ZGOBfTMSdF6kdRvsr_UYDCw,False,Pública
isa._tkd,isa._tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,isa._tkd 10 10 220 220 126 126 Isabelly Eduarda Atleta •08 •MCR/PR Isabelly Eduarda Atleta •08 •MCR/PR Moments ℑ 💙 TKD🥋 Moments ℑ 💙 TKD🥋,10,10,220,,False,Pública
dixx_lany14,dixx_lany14,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,7,dixx_lany14 0 0 200 200 200 Cf_da_lala,0,0,200,,False,Pública
silviomalicheski_40,silviomalicheski_40,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,"silviomalicheski_40 14 14 359 359 646 646 Silvio Cézar Malicheski •Nascido em Vidal Ramos SC •1980 •Residente em Antônio Carlos SC ""Aquele que olha o tempo, não semeia, mas também não... mais Silvio Cézar Malicheski •Nascido em Vidal Ramos SC •1980 •Residente em Antônio Carlos SC ""Aquele que olha o tempo, não semeia, mas também não... mais •Nascido em Vidal Ramos SC •1980 •Residente em Antônio Carlos SC ""Aquele que olha o tempo, não semeia, mas também não ... mais mais TKD Family TKD Family",14,14,359,,False,Pública
montalvao_tkd_team,montalvao_tkd_team,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,7,montalvao_tkd_team 144 144 919 919 562 562 Montalvão Taekwondo Team 🥋 Esportes ... mais mais Destaques Curiosidade 🥋 Destaques Curiosidade 🥋,144,144,919,,False,Pública
tinhx_.jjl,tinhx_.jjl,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,26,tinhx_.jjl 0 0 384 384 285 285 🥷 🇧🇷 matheus 25:23 🙏🏻 🥷 🇧🇷 matheus 25:23 🙏🏻,0,0,384,,False,Pública
gustavohris,gustavohris,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,gustavohris 3 3 477 477 904 904 Gustavo ísaias 28:16 Gustavo ísaias 28:16,3,3,477,,False,Pública
kerolayni_tkd_18,kerolayni_tkd_18,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,12,kerolayni_tkd_18 24 24 722 722 228 228 Kerolayni Santos 🥋 BRA 🇧🇷 🥇COPA DO BRASIL 2022 🥇 TETRACAMPEÃ PARAIBANA 21/22/23/24 🥇🥈🥈 REGIONAL NORDESTE 23/ 24/25 🥉GRAND SLAM 2022 @bella_... mais BRA 🇧🇷 🥇COPA DO BRASIL 2022 🥇 TETRACAMPEÃ PARAIBANA 21/22/23/24 🥇🥈🥈 REGIONAL NORDESTE 23/ 24/25 🥉GRAND SLAM 2022 @bella_ ... mais mais,24,24,722,https://www.threads.com/@kerolayni_tkd_18?xmt=AQF0Q7bpK6L1WXyrH2CeLlPhhTKeucfvcG6TZKglNOMF338,False,Pública
sanginetofrancisco,sanginetofrancisco,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,sanginetofrancisco 314 314 355 355 736 736 Francisco Sangineto Destaques Destaques Destaques Destaques,314,314,355,https://www.threads.com/@sanginetofrancisco?xmt=AQF0kp9F9nKNSwBVxtugQz-j9Z6Twt9FzIaCe3Kl51_bkYM,False,Pública
o.marcusviniciusde,o.marcusviniciusde,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,o.marcusviniciusde 4.027 4.027 1.113 1.113 2.691 2.691 Marcus Vinicius Oliveira,4027,4027,1113,https://www.threads.com/@o.marcusviniciusde?xmt=AQF0YemFkX7n2pqhFr43urFK8pXFUSI1wbumR91NWd4bCA4,False,Pública
tiagolopes_1984,tiagolopes_1984,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,65,tiagolopes_1984 0 0 118 118 80 80 Tiago Lopes,0,0,118,,False,Pública
sandroo.tkd,sandroo.tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,sandroo.tkd 2 2 664 664 660 660 Sandro Roberto Êxodo 33:14 Sandro Roberto Êxodo 33:14,2,2,664,,False,Pública
sofia.scm99,sofia.scm99,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,sofia.scm99 1 1 525 525 595 595 Sofia♠️,1,1,525,,False,Pública
franciscac.cisca,franciscac.cisca,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,franciscac.cisca 12 12 237 237 364 364 Francisca meu campeão Destaques meu campeão Destaques,12,12,237,https://www.threads.com/@franciscac.cisca?xmt=AQF0FGTSebpq1zpy6Vp-te5f_bIcQ4WXVOE1HPha6YNsjtU,False,Pública
lana.escobarr,lana.escobarr,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,lana.escobarr 246 246 2.025 2.025 2.043 2.043 Lana Escobar 📌Esp. em EF Escolar (UEG) 📌Mestra em Educação (UFG) 📌Prof. de EF e Natação 📌Árbitra de TKD (FGTKD/CBTKD) 💜🤱 Mãe da... mais Lana Escobar 📌Esp. em EF Escolar (UEG) 📌Mestra em Educação (UFG) 📌Prof. de EF e Natação 📌Árbitra de TKD (FGTKD/CBTKD) 💜🤱 Mãe da... mais 📌Esp. em EF Escolar (UEG) 📌Mestra em Educação (UFG) 📌Prof. de EF e Natação 📌Árbitra de TKD (FGTKD/CBTKD) 💜🤱 Mãe da ... mais mais,246,246,2025,,False,Pública
flp_reisq10,flp_reisq10,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,9,flp_reisq10 0 0 443 443 372 372 FLP👑 god's plans FLP👑 god's plans •,0,0,443,,False,Pública
mestrehelton_,mestrehelton_,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,9,mestrehelton_ 271 271 853 853 765 765 Helton Gledson Berthi ... mais mais,271,271,853,,False,Pública
_talitaaxzz,_talitaaxzz,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,_talitaaxzz 0 0 323 323 61 61 Talita Stefani ? Talita Stefani ? `,0,0,323,,False,Pública
rosangelasredondo,rosangelasredondo,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,10,rosangelasredondo 332 332 279 279 228 228 Rosangela Redondo gratidão ♥️ Destaques amore mio bom chimarrão Destaques gratidão ♥️ Destaques amore mio bom chimarrão,332,332,279,,False,Pública
lucianoguilherme__,lucianoguilherme__,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,lucianoguilherme__ 3 3 256 256 347 347 ._guilherme_. ☝🏼 🇰🇷 ☝🏼 🇰🇷,3,3,256,,False,Pública
iolanda_r_palassi,iolanda_r_palassi,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,17,iolanda_r_palassi 26 26 188 188 267 267 Iolanda Reis Palassi,26,26,188,,False,Pública
marcos.lopes.da.costa,marcos.lopes.da.costa,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,marcos.lopes.da.costa 139 139 827 827 3.598 3.598 Marcos Lopes da Costa Destaques Destaques Faixa Preta 1` Faixa Preta 1` Destaques Destaques Faixa Preta 1`,139,139,827,,False,Pública
stephani_tkd16,stephani_tkd16,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,26,stephani_tkd16 46 46 1.002 1.002 917 917 Stephani🌸 ... mais mais,46,46,1002,,False,Pública
tataglv,tataglv,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,tataglv 0 0 1.066 1.066 3.712 3.712 Galvão,0,0,1066,,False,Pública
renatocardoso6070,renatocardoso6070,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,"renatocardoso6070 15 15 230 230 358 358 Renato Cardoso ""Life could be dream""",15,15,230,https://www.threads.com/@renatocardoso6070?xmt=AQF0uurBDkiuBJQeo9mnCdNfX57rVCCWqVEg60Gf16rL1ds,False,Pública
mtaewondo,mtaewondo,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,20,mtaewondo 737 737 1.243 1.243 3.249 3.249 Marcos Costa Venancio Fui campeão Em 2021 🏆🥇E Agora ME CONSAGREI BI Campeão 🥇Em 2022 🇧🇷 na Classe P21 de parataekwondo. Rumo ao topo... mais Fui campeão Em 2021 🏆🥇E Agora ME CONSAGREI BI Campeão 🥇Em 2022 🇧🇷 na Classe P21 de parataekwondo. Rumo ao topo ... mais mais Destaques Destaques Destaques,737,737,1243,https://www.threads.com/@mtaewondo?xmt=AQF0_h4g1HMCwD0uEav8wOuo42-x8genDdozRQELJxRD7BY,False,Pública
malulima,malulima,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,malulima 341 341 1.215 1.215 1.068 1.068 Malu Lima Empreendedor(a) 📍 SP | Brasil ⏳️ Professora | Coreógrafa | Personal Trainer 💃🏻 Hip Hop | Danças Personalizadas 📍Aulas em Condomínios |... mais 📍 SP | Brasil ⏳️ Professora | Coreógrafa | Personal Trainer 💃🏻 Hip Hop | Danças Personalizadas 📍Aulas em Condomínios | ... mais mais wa.me/5511994766213 Debutantes Hip Hop - Aulas Personal Trainer Passionista Debutantes Hip Hop - Aulas Personal Trainer Passionista,341,341,1215,https://www.threads.com/@malulima?xmt=AQF06i9hyMxym4p-l0V_zug_6oss5iUs3VUxhEn2e-PqOCE,False,Pública
camila_mtkd,camila_mtkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,3,camila_mtkd 268 268 2.745 2.745 3.451 3.451 Camila Monteiro Graduada em Educação Física 👩🏼‍🎓 Professora do Programa EmPODERadas 💪🏼 Professora de Jiu-jítsu 🖤 Mestra Taekwondo 🖤 Alice 4 Anos EmPODERadas 1 Alice 3 Anos Alice 🥋 Alice 2 anos Academia Fênix Mêsversario 💓 FDT 🍅 2022 Alice 1 Ano 🌻 🙏 H ❣️ Alice 4 Anos EmPODERadas 1 Alice 3 Anos Alice 🥋 Alice 2 anos Academia Fênix Mêsversario 💓 FDT 🍅 2022 Alice 1 Ano 🌻 🙏 H ❣️,268,268,2745,https://www.threads.com/@camila_mtkd?xmt=AQF0mqqtjqKL9eKHx3CzRHXY_pxmp6K4AYUDDhdM-IES5F0,False,Pública
miguelgoncalvestkd,miguelgoncalvestkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,9,miguelgoncalvestkd 66 66 1.035 1.035 1.107 1.107 Miguel Gonçalves • Taekwondo | BRA 🇧🇷 • Técnico da Seleção Brasileira 2017 | 2019 | 2022 | 2023 | 2024 | 2025 🇦🇷🇪🇬🇺🇸🇭🇺🇫🇷🇨🇷🇩🇴🇧🇦🇰🇷🇲🇽🇵🇪🇨🇺 Miguel Gonçalves • Taekwondo | BRA 🇧🇷 • Técnico da Seleção Brasileira 2017 | 2019 | 2022 | 2023 | 2024 | 2025 🇦🇷🇪🇬🇺🇸🇭🇺🇫🇷🇨🇷🇩🇴🇧🇦🇰🇷🇲🇽🇵🇪🇨🇺,66,66,1035,,False,Pública
lino_matsuri,lino_matsuri,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,lino_matsuri 1 1 116 116 2.368 2.368 Lino あ え い お う Lino あ え い お う,1,1,116,,False,Pública
marcelo.barros.bh,marcelo.barros.bh,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,11,marcelo.barros.bh 477 477 1.895 1.895 2.891 2.891 Marcelo Barros - Desde 1908 🐔 - Faixa preta 5 Dan -Taekwondo - Pós-graduado treinamento esportivo - Treinador do CTE-UFMG - Tecnico... mais - Desde 1908 🐔 - Faixa preta 5 Dan -Taekwondo - Pós-graduado treinamento esportivo - Treinador do CTE-UFMG - Tecnico ... mais mais 😍😍 Amores da vida ❤️Familia❤️ Destaques Destaques Paixões Eterno HISTORICO Destaques Nosso carnaval 😍😍 Amores da vida ❤️Familia❤️ Destaques Paixões Eterno HISTORICO Nosso carnaval,477,477,1895,https://www.threads.com/@marcelo.barros.bh?xmt=AQF0es8e6GAcNJ9iU1yLi50UeW3FOOtUxsc68CAUDxMt8yM,False,Pública
marquesthaiene,marquesthaiene,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,,0,0,0,,False,Não encontrado
mestre.kim,mestre.kim,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,22,"mestre.kim 1.158 1.158 15,7 mil 15,7 mil 1.485 1.485 Mestre Kim Figura pública -Faixa Preta 9°Dan -Acad.Liberdade (1a do Brasil) -FETESP -Autor de 02 livros e 1°CD-ROM -UniFMU Rua Conselheiro Furtado, 1044, São Paulo, Brazil www.fetesp.com.br e mais 2 Mestre Kim Figura pública -Faixa Preta 9°Dan -Acad.Liberdade (1a do Brasil) -FETESP -Autor de 02 livros e 1°CD-ROM -UniFMU www.fetesp.com.br e mais 2 Destaques MKL Copa SP Serviço Destaques MKL Copa SP Serviço",1158,1158,15700,,False,Pública
luthozeski,luthozeski,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,11,luthozeski 0 0 293 293 4.440 4.440 Luciane Thozeski 🐈‍⬛❤️♾️ Luciane Thozeski 🐈‍⬛❤️♾️,0,0,293,,False,Pública
tkd.stela,tkd.stela,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,15,tkd.stela 8 8 291 291 351 351 Stela she/her ✮ 🥋📚🎶| ⋆ʟᴜᴄᴇᴀᴛ ʟᴜx ᴠᴇꜱᴛʀᴀ. 𝘛𝘪𝘵𝘶𝘭𝘢𝘳 𝘥𝘢 𝘚𝘦𝘭𝘦çã𝘰 𝘉𝘳𝘢𝘴𝘪𝘭𝘦𝘪𝘳𝘢25 Stela she/her Stela she/her ✮ 🥋📚🎶| ⋆ʟᴜᴄᴇᴀᴛ ʟᴜx ᴠᴇꜱᴛʀᴀ. 𝘛𝘪𝘵𝘶𝘭𝘢𝘳 𝘥𝘢 𝘚𝘦𝘭𝘦çã𝘰 𝘉𝘳𝘢𝘴𝘪𝘭𝘦𝘪𝘳𝘢25,8,8,291,,False,Pública
wagnerluiz680,wagnerluiz680,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,8,wagnerluiz680 26 26 383 383 515 515 Wagner Luiz 👣👨‍👧,26,26,383,https://www.threads.com/@wagnerluiz680?xmt=AQF0rsLcg28aBrVoi0pPalin_3i9c5NajQYXfTgyrbiiso4,False,Pública
taekwondo.tocantinense,taekwondo.tocantinense,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,www.fetot.com.br taekwondo.tocantinense 296 296 785 785 400 400 Fetot Tkd Blogueiro(a) ... mais mais 1º SEM. POOMSAE SEL. ESTADUAL Confraternização Copa Brasil Destaques CBTKD Visita a CBTKD #Euquero Logo Fetot 1º SEM. POOMSAE SEL. ESTADUAL Confraternização Copa Brasil Destaques CBTKD Visita a CBTKD #Euquero Logo Fetot,296,296,785,,False,Pública
mauricioskillus,mauricioskillus,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,6,mauricioskillus 7 7 168 168 621 621 Mauricio Ferreira,7,7,168,,False,Pública
pedropaulo_dusol,pedropaulo_dusol,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,pedropaulo_dusol 3.588 3.588 3.215 3.215 5.024 5.024 Pedro Paulo (Du Sol)® Empreendedor(a) ... mais mais linktr.ee/DuSolSuh 2023 IGTV CAT/DOG 2021 TRABALHOS DU SOL ADORAÇÃO AMOR 2020 EU E ELA 2019 TKD DU SOL TEAM🌞 HERANÇA DE DEUS MOMENTOS 2023 IGTV CAT/DOG 2021 TRABALHOS DU SOL ADORAÇÃO AMOR 2020 EU E ELA 2019 TKD DU SOL TEAM🌞 HERANÇA DE DEUS MOMENTOS,3588,3588,3215,https://www.threads.com/@pedropaulo_dusol?xmt=AQF0oNHX-CXgyadmiOnBNyXAnVQu0iKvUo-PVurUt0-zXnA,False,Pública
bmbernardoo,bmbernardoo,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,"bmbernardoo 3 3 215 215 178 178 Bruno Bernardo 👨‍💻 Front-End Software Engineer 🌱 Fundador de ONG 🥋 Praticante de Taekwondo 💻 Apaixonado por tecnologia, inovação e tran... mais Bruno Bernardo 👨‍💻 Front-End Software Engineer 🌱 Fundador de ONG 🥋 Praticante de Taekwondo 💻 Apaixonado por tecnologia, inovação e tran... mais 👨‍💻 Front-End Software Engineer 🌱 Fundador de ONG 🥋 Praticante de Taekwondo 💻 Apaixonado por tecnologia, inovação e tran ... mais mais",3,3,215,,False,Pública
luizhtaurino,luizhtaurino,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,8,luizhtaurino 85 85 1.731 1.731 1.603 1.603 Luiz Henrique Taurino,85,85,1731,,False,Pública
ericah_amaraltkd,ericah_amaraltkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,9,ericah_amaraltkd 1 1 534 534 222 222 Érica Do Amaral Ribeiro 🥀🫀 SC🔄PR Moments 我 Taekwondo🥋 Moments 我 Taekwondo🥋,1,1,534,https://www.threads.com/@ericah_amaraltkd?xmt=AQF01mWfnkbDJP7IW4AU2uj6qCLDXFAAkG2ore_VUQ1a98M,False,Pública
vitorgon__,vitorgon__,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,vitorgon__ 7 7 1.264 1.264 1.094 1.094 Vitor Gonçalves Fisioterapia - UFPR ⚡ vsco.co/vitor-gon,7,7,1264,,False,Pública
caua_laba_tkd,caua_laba_tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,4,caua_laba_tkd 71 71 931 931 353 353 Cauã Laba da Costa Domit Atleta Atleta de Taekwondo Seleção brasileira 🇧🇷2024 Univali ⚖️ 02/10 Cauã Laba da Costa Domit Atleta Atleta de Taekwondo Seleção brasileira 🇧🇷2024 Univali ⚖️ 02/10 Rio Open 2025 seletiva 2025 Salvador Brasileiro 2024 Joguinhos 2024 Copa Sul 2024 Rio Open Grand slam 2024 Copa do Brasil Feira estadual President Cup Brasileiro 2023 Joguinhos Catarinense 23 Rio Open 2025 seletiva 2025 Salvador Brasileiro 2024 Joguinhos 2024 Copa Sul 2024 Rio Open Grand slam 2024 Copa do Brasil Feira estadual President Cup Brasileiro 2023 Joguinhos Catarinense 23,71,71,931,,False,Pública
sydney_tkd,sydney_tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,2,sydney_tkd 1 1 353 353 1.295 1.295 Sydney christ “Taekwondo enthusiast” National Team🇨🇮 Bloc perso marc 11verset 24,1,1,353,https://www.threads.com/@sydney_tkd?xmt=AQF0dec_LFn5V67wrSNb3c1XqFGzPYZ95-EyjcoZ88z31EI,False,Pública
aronkaripuna_tkd,aronkaripuna_tkd,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,28,aronkaripuna_tkd 137 137 1.723 1.723 1.310 1.310 Railander Karipuna 🏹🥋 Atleta Indígena 🏹 8/8 - Educação Física 💪🏽 1° Gub Tkd 🥋 Professor e aluno 🇰🇷 tiktok.com/@aronkaripuna,137,137,1723,https://www.threads.com/@aronkaripuna_tkd?xmt=AQF0ssP43OhEHyMFY4uEcDWvbQ0cz14hKZsuRqjAHjU7zvo,False,Pública
pedro.arthur.ss,pedro.arthur.ss,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,pedro.arthur.ss 1 1 162 162 204 204 Pedro Arthur RJ | SP Engenharia da Computação Taekwondo / Trance Pedro Arthur RJ | SP Engenharia da Computação Taekwondo / Trance,1,1,162,,False,Pública
fabianteodoro,fabianteodoro,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,www.matrixacademia.com.br fabianteodoro 222 222 6.251 6.251 3.624 3.624 Fabian Teodoro Coach Black Belt 4º dan Certified Kukkiwon #Taekwondo Master Ed. Física (Unisa 2005) Judô Disciplina Tae Boxe 🥊 Vitória Acredite! Judô Disciplina Tae Boxe 🥊 Vitória Acredite!,222,222,6251,,False,Pública
guilhermecfelix,guilhermecfelix,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,9,youtu.be/SfnotL2wOhY guilhermecfelix 723 723 3.174 3.174 579 579 Guilherme Cezario Felix Atleta Taekwondo Sport 🥈First Brazilian Medalist in Grand Prix 🥇Pan American 🥇🥈🥉 Taekwondo Analyst Capixaba Piracicabano... mais Taekwondo Sport 🥈First Brazilian Medalist in Grand Prix 🥇Pan American 🥇🥈🥉 Taekwondo Analyst Capixaba Piracicabano ... mais mais Treinamento Momentos Treinamento Momentos,723,723,3174,https://www.threads.com/@guilhermecfelix?xmt=AQF0EnP5Qa_jZH3Kyh5syw03lyvn9u3tpaXVTCQSKUXmRxA,False,Pública
micheleboche,micheleboche,False,Seguir,1,curtidas_completo_cbtkd.oficial.csv,2025-08-03,1,micheleboche 94 94 1.771 1.771 1.585 1.585 Michele Boche 🧘🏻‍♀️ Educadora TAEKWONDO RIO LITORAL NORTE SKETCH MIAU 🤍 SAMPA 🤸🏻‍♂️ CIGANA PARATY OURO PRETO VALE DO PARAÍBA 🧘🏻‍♀️ Educadora TAEKWONDO RIO LITORAL NORTE SKETCH MIAU 🤍 SAMPA 🤸🏻‍♂️ CIGANA PARATY OURO PRETO VALE DO PARAÍBA,94,94,1771,,False,Pública
